Start,End,Open,High,Low,Close,Volume,Market Cap
2023-09-16,2023-09-17,23418.988757120347,23526.311155718726,23298.627435443686,23377.732583221084,24112777794.138798,455641189245.16595
2023-09-15,2023-09-16,23348.53807347931,23603.752322090455,23101.212329309845,23443.376209467966,31174206698.82744,454658876788.8168
2023-09-14,2023-09-15,23086.22769252441,23534.182051891574,23038.20994338942,23355.801484377065,31858953598.34757,453509735027.5423
2023-09-13,2023-09-14,22749.927365891024,23220.367484570757,22713.68074447761,23086.21888838999,33302428243.819138,447496303003.1055
2023-09-12,2023-09-13,22154.160393720893,23255.548805719165,22129.033394081864,22762.464453307275,37717367105.9563,443820194977.5929
2023-09-11,2023-09-12,22751.29200672636,22796.32515429246,22013.452717396092,22136.789836507225,26237940449.99949,437426260713.0176
2023-09-10,2023-09-11,22804.08159671782,22866.64377591717,22595.097857954097,22751.33602739847,18796303396.46387,442848670825.67865
2023-09-09,2023-09-10,22811.952492890665,22814.787424174396,22729.792310468998,22796.659711400476,21618150728.811142,443753149079.4911
2023-09-08,2023-09-09,23111.57479552398,23227.08503913438,22649.0495936892,22811.961297025082,29796500435.95445,446321289814.0323
2023-09-07,2023-09-08,22682.804645061326,23247.11444494335,22559.705237579572,23067.677381298257,28494914658.3305,443059951530.9198
2023-09-06,2023-09-07,22703.344690666738,22804.583432379848,22443.182518510694,22689.689478178956,27257283002.285652,441197002289.6528
2023-09-05,2023-09-06,22737.566361163204,22749.522375707635,22515.10349260013,22704.718135636496,27041739259.51238,441364803457.4081
2023-09-04,2023-09-05,22865.402392963737,22935.967530352256,22607.001047691996,22735.9287921608,22869495931.358814,444115648353.52606
2023-09-03,2023-09-04,22775.846737627995,22941.170773795377,22741.140839738342,22873.669475185547,21893229754.66974,444319628243.0855
2023-09-02,2023-09-03,22720.85611403115,22843.198365952656,22679.467878115567,22764.788744794558,31390071976.39734,442763597712.851
2023-09-01,2023-09-02,22837.299595890232,23006.840812445527,22363.293802769786,22729.255258269284,39071061119.61872,444017520548.75806
2023-08-31,2023-09-01,24035.28697076147,24160.772298671458,22738.834156519904,22834.79922171452,32844170485.05034,460528503233.1136
2023-08-30,2023-08-31,24403.114902758338,24423.065071357512,23845.24972927287,24049.576080927607,45220944141.72896,468768582595.0272
2023-08-29,2023-08-30,22987.260417492056,24656.34822112464,22822.975269186412,24403.502284672883,35520389861.394196,457624962436.01416
2023-08-28,2023-08-29,22980.393192643267,23053.546745551714,22800.982541401445,23003.34557108018,24304377968.014336,446133914377.1852
2023-08-27,2023-08-28,22906.051081587917,23040.446193532483,22871.12508033773,22968.56043598074,18955229866.543385,446700125105.1025
2023-08-26,2023-08-27,22943.583106626873,22976.792301664864,22890.94318692058,22909.25578651735,24865956559.17797,446225808983.5095
2023-08-25,2023-08-26,23049.276740357276,23100.217462120214,22744.222286785876,22942.00716656542,30037425915.061382,446408112637.7328
2023-08-24,2023-08-25,23275.43734537739,23380.822834403036,22859.917417219127,23015.35441043114,42977907165.9204,450521201963.97314
2023-08-23,2023-08-24,22939.16343114727,23575.719958092322,22719.121699550113,23258.234066717734,43383092390.47352,448500598651.46344
2023-08-22,2023-08-23,23002.482765906872,23008.76891788384,22533.116751626567,22933.08857839642,37643078943.280106,445245386861.9693
2023-08-21,2023-08-22,23058.045658241113,23068.4697533962,22784.642067915094,22999.436535397024,34314443969.299377,446683015899.0043
2023-08-20,2023-08-21,22978.755623640864,23126.11042145392,22892.536735250877,23049.223915550745,31910613041.00184,447634312271.3188
2023-08-19,2023-08-20,22932.07610293794,23113.72300432283,22727.21269908349,22970.54136622558,42014144416.708374,445536766622.16
2023-08-18,2023-08-19,23448.306524744025,23581.196129702512,22645.580764727118,22942.042383103108,61897504430.57366,450366064187.7128
2023-08-17,2023-08-18,25294.700791491687,25328.12128575579,22413.891163290282,23427.836912213977,42505575972.25768,482804368735.17365
2023-08-16,2023-08-17,25708.06370671668,25758.634654833913,25299.992076279024,25299.992076279024,34846631160.32317,498614353877.3042
2023-08-15,2023-08-16,25911.377582912937,25931.94404092162,25638.66951920622,25708.77684160482,38178497714.62096,502344658978.5694
2023-08-14,2023-08-15,25799.45942614652,26135.979856140446,25674.678428990257,25911.403995316203,34236979779.630074,503449625186.10657
2023-08-13,2023-08-14,25910.75248936901,25942.711497319142,25780.019897343795,25783.00449891269,26565685412.909626,503182685149.8617
2023-08-12,2023-08-13,25907.05475291197,25950.44152734124,25843.612160270466,25910.62923148711,26805714951.75579,503615627774.48846
2023-08-11,2023-08-12,25936.997614079573,26009.18271220165,25788.225350624656,25907.05475291197,30873053717.781155,503522268480.82275
2023-08-10,2023-08-11,26044.39924988775,26157.04814981115,25866.177156792834,25933.229444547163,37613754767.60387,505248823426.1632
2023-08-09,2023-08-10,26210.304358926955,26475.467279434426,25897.343792645028,26057.5086060414,42095444658.87709,508685549050.27856
2023-08-08,2023-08-09,25717.92433726878,26524.259792398512,25645.395877904266,26207.020416787727,40795121449.79394,504350378860.2248
2023-08-07,2023-08-08,25564.54751151141,25775.66185080514,25339.88360934295,25713.363795638434,34950138428.58551,497968031827.2486
2023-08-06,2023-08-07,25595.52045640633,25708.01968604457,25514.48720319062,25608.27764718312,34098405541.814384,497626207740.0998
2023-08-05,2023-08-06,25632.3217382883,25657.061356012786,25520.887808915068,25597.624644533076,33386496620.91493,497473741689.09814
2023-08-04,2023-08-05,25702.508297896697,25804.618648917534,25466.874444239016,25631.811098491857,37964263392.4641,499314188394.6163
2023-08-03,2023-08-04,25696.292578995097,25882.605671623398,25546.25252018348,25706.602220402707,43407606729.66942,499739998044.42444
2023-08-02,2023-08-03,26173.731984539943,26403.335006118876,25542.54597959202,25665.548541595137,50899463132.586235,504061977491.2613
2023-08-01,2023-08-02,25736.43062782283,26085.98117676061,25336.72292508562,26085.98117676061,36516604718.71647,496783552059.5256
2023-07-31,2023-08-01,25779.48284514408,25969.238354331195,25650.766399901397,25730.901631406112,30351262373.366047,502105893083.8211
2023-07-30,2023-07-31,25842.705334425045,25921.176584524095,25624.97028604633,25773.135064226164,23355416427.081104,501554450991.99365
2023-07-29,2023-07-30,25808.562901138375,25881.65482510587,25764.823961332244,25845.610698784152,29498960461.96211,501812172397.0363
2023-07-28,2023-07-29,25728.436473768084,25981.062306859305,25642.965936803925,25812.50715335922,35771604624.151505,500788595760.8338
2023-07-27,2023-07-28,25841.84252925174,26021.279592896826,25620.673868448626,25716.56850056787,35532742662.362305,502287175040.47455
2023-07-26,2023-07-27,25733.534067598146,26114.365706135603,25647.341591611425,25839.711928721732,32297947948.80176,501006976765.9994
2023-07-25,2023-07-26,25687.356382557253,25822.552670734178,25578.88944648407,25745.076287824762,40594580383.055664,499251495431.4797
2023-07-24,2023-07-25,26486.164302756577,26489.862039213618,25484.09533116752,25695.81715573634,40955566127.43178,503589397904.38983
2023-07-23,2023-07-24,26226.6448324133,26671.22720829702,26190.08126216071,26465.888381183806,32229056560.05227,512323826565.91626
2023-07-22,2023-07-23,26349.885106045804,26398.16697921344,26118.68853613657,26190.52146888179,33817442477.28289,511249455898.51337
2023-07-21,2023-07-22,26236.355792680246,26441.65940325577,26182.879480203905,26331.33479481965,41874611317.05755,510833813658.66077
2023-07-20,2023-07-21,26335.499150401032,26766.725654367296,26118.353979028554,26233.547273799777,42179106918.17573,513145794249.1731
2023-07-19,2023-07-20,26289.127774402863,26576.389072308357,26257.776251727813,26353.028182034286,43252280905.35482,512774770728.7629
2023-07-18,2023-07-19,26533.88271132124,26608.321667855227,26139.48390164021,26276.352975357233,46104018937.32936,512146126948.31836
2023-07-17,2023-07-18,26616.623966614723,26699.708583150652,26138.577075794794,26551.51739256755,36628645506.25057,516091318383.5585
2023-07-16,2023-07-17,26662.731218580248,26789.273042620818,26518.04407349692,26607.036264229686,32412986794.828575,518073855435.81934
2023-07-15,2023-07-16,26687.127475062294,26735.849554951008,26637.833126436177,26655.11564230563,49654035987.908264,518380422776.2224
2023-07-14,2023-07-15,27688.985147425232,27754.87528943592,26343.722211950735,26681.50163316694,62283509099.12184,530455935923.90405
2023-07-13,2023-07-14,26748.747611878538,27914.476638229313,26647.165508922993,27685.74522595811,48546316947.304565,525281242901.7217
2023-07-12,2023-07-13,26961.666798728686,27164.320364843334,26629.328332584984,26750.349964343255,43310881653.048996,523021579491.683
2023-07-11,2023-07-12,26774.763829094147,27067.466082072144,26736.28095753766,26959.633043677313,48495518289.476524,521714274089.6678
2023-07-10,2023-07-11,26553.850488189255,27269.969977901623,26427.5199633748,26762.89585589393,32610150128.635128,517517291839.2705
2023-07-09,2023-07-10,26663.021755016158,26754.047700800296,26487.352860903484,26557.2224716727,27276650771.651814,517438580915.8342
2023-07-08,2023-07-09,26710.960266941358,26740.339663505983,26462.173036457923,26649.252088780893,32717958377.623024,516689607691.4478
2023-07-07,2023-07-08,26328.341389116333,26774.129931415795,26259.36980005811,26694.17078259951,49395883681.209755,516073268227.3799
2023-07-06,2023-07-07,26858.570384652634,27630.869056108753,26367.90716920666,26386.03488198058,44910171427.06215,521637224913.72565
2023-07-05,2023-07-06,27100.77212258877,27179.56912566141,26609.017194474527,26855.180792900348,35737309871.83749,523045056093.0909
2023-07-04,2023-07-05,27423.892659993136,27574.522595810995,27011.057992833437,27092.04722537704,41641136506.26084,529702129016.83746
2023-07-03,2023-07-04,26955.600750112255,27585.316464611784,26924.372485319105,27428.435593354643,42857454084.87382,526946977576.47797
2023-07-02,2023-07-03,26933.352702429063,27084.431649102422,26644.37459831137,26961.569953250048,35570091143.789734,522051066177.18134
2023-07-01,2023-07-02,26829.71043201888,26970.54136622558,26709.261068998003,26931.010802672936,53518354331.487404,521587171492.8792
2023-06-30,2023-07-01,26805.032443235345,27475.907486155502,26296.813783752852,26845.593090515307,55126480988.349075,522564188379.5851
2023-06-29,2023-06-30,26480.58248153333,27094.670857434652,26480.58248153333,26816.601075865226,44883592535.44826,519632891275.9771
2023-06-28,2023-06-29,27022.0455525915,27022.0455525915,26405.870596832276,26486.36679784827,47164030716.05982,517755567512.30383
2023-06-27,2023-06-28,26645.721630877862,27264.000774763834,26621.959272074168,27037.303117544,48542551794.5241,521638973102.6143
2023-06-26,2023-06-27,26819.752955988133,26973.437926450264,26421.753255328706,26653.460465034383,44496579093.19189,517419138350.3755
2023-06-25,2023-06-26,26876.72450982982,27327.80433691662,26686.42314430857,26815.368497046216,55561262148.15256,523179986358.9628
2023-06-24,2023-06-25,27012.246550980344,27105.288643547014,26688.84428127449,26888.310750728542,54609260634.920555,523198274002.565
2023-06-23,2023-06-24,26313.453597809534,27638.792777088125,26283.766056540153,26945.57284100614,52496533222.419586,518408884606.56714
2023-06-22,2023-06-23,26407.076763248024,26830.027380858053,26124.085470536967,26327.496192211867,60531026529.403496,514382842515.4831
2023-06-21,2023-06-22,24916.307898188992,26991.776938450297,24881.293855594588,26464.972751203968,64278258015.63859,500629817856.7686
2023-06-20,2023-06-21,23632.277717616194,24978.227375575574,23479.77250116655,24978.227375575574,50594213344.92178,464711674368.22394
2023-06-19,2023-06-20,23191.243407904356,23743.02492450455,23179.1553313436,23579.074333306922,44447324741.22877,452879415149.83966
2023-06-18,2023-06-19,23345.914441421693,23463.616914503054,23189.588230633108,23189.588230633108,38945227506.417854,452952080399.3464
2023-06-17,2023-06-18,23175.140646047388,23561.087486683748,23062.747066022206,23348.573290016993,43060911228.82056,452350250365.1913
2023-06-16,2023-06-17,22518.4050430082,23284.10061364817,22315.58419833954,23192.37033711031,41150698275.80504,440377580751.24585
2023-06-15,2023-06-16,22124.67534754321,22634.822112464015,21901.75466399021,22525.75649525017,48147823426.45051,429190737719.0579
2023-06-14,2023-06-15,22835.829305441835,22931.4862259317,21903.61233635315,22115.90642965937,36573505506.738464,441055649405.183
2023-06-13,2023-06-14,22807.3039099161,23154.94396168441,22679.48548638441,22811.53869857285,29737395144.74303,443900918505.70056
2023-06-12,2023-06-13,22825.176302791795,22962.60003697737,22594.006145285828,22791.782220930952,26575916499.03045,441822877976.3294
2023-06-11,2023-06-12,22750.966253752766,23020.909819251123,22606.01498463679,22821.073576151364,29058090007.970802,441201905564.83356
2023-06-10,2023-06-11,23311.437451027006,23331.3964237606,22443.420230140076,22752.38371939463,31534410313.951447,441069101603.6961
2023-06-09,2023-06-10,23329.76765889262,23565.392708415875,23177.685040895205,23321.676659359237,25364752644.315662,452815229728.3705
2023-06-08,2023-06-09,23189.55301409542,23562.284848965075,23097.769912751028,23325.198313127847,33484448097.007748,451898591102.03735
2023-06-07,2023-06-08,23972.2669765722,24050.121937261738,23014.89659544122,23207.3373656269,47332110826.606125,455564585988.486
2023-06-06,2023-06-07,22643.476576600373,24015.970699840647,22396.54701847988,23947.280843083914,57502402648.35089,445662272961.2254
2023-06-05,2023-06-06,23875.729642640188,23879.79715274293,22404.47073945925,22653.49568157207,28937055550.049915,451455658641.9825
2023-06-04,2023-06-05,23832.14037311922,24109.620277682403,23752.234049109466,23863.08690561088,17631113605.249027,463706874853.13605
2023-06-03,2023-06-04,23984.777651585187,24045.878344470566,23730.250125458915,23824.69207539861,22317979380.7875,463346970144.49854
2023-06-02,2023-06-03,23598.372995958907,24019.633219760002,23430.55738975023,23976.167208120936,30891652595.5322,461875384495.83984
2023-06-01,2023-06-02,23956.401926344613,24051.292887139803,23485.25747691116,23601.22553551148,37465818215.37505,459156162639.7504
2023-05-31,2023-06-01,24383.279187906643,24477.192889781043,23672.38935404066,23969.933880950495,38290511439.00398,464330556574.12054
2023-05-30,2023-05-31,24419.517005185637,24677.610205752622,24305.51226856132,24372.309236417423,36514741080.708725,474154528118.54065
2023-05-29,2023-05-30,24708.768037470396,25016.824700879537,24257.69701451802,24424.755465166443,39483580785.70725,475563101322.8274
2023-05-28,2023-05-29,23642.81626651876,24785.83943019642,23585.624609316535,24739.890652650487,28037199018.213676,466073175607.2744
2023-05-27,2023-05-28,23514.821760298637,23644.673938881704,23441.668207390194,23639.796448412177,29372761816.39259,456002991338.49567
2023-05-26,2023-05-27,23307.845364183024,23688.861889543332,23195.77753713144,23509.86503261932,34035357071.908665,453435882138.5539
2023-05-25,2023-05-26,23179.287393359922,23370.759708759233,22858.640817728006,23308.083075812403,39237469901.41995,448788329748.1786
2023-05-24,2023-05-25,23966.975691784864,23966.975691784864,22991.125432503104,23187.12307299508,35865786338.89975,454098014047.25024
2023-05-23,2023-05-24,23638.440611711263,24148.798675858186,23610.989320584948,23967.275032355195,35257470492.67753,464554384604.61676
2023-05-22,2023-05-23,23549.06984319837,23804.46897863237,23375.505137212436,23640.324696477466,30359248672.39156,457363028373.6618
2023-05-21,2023-05-22,23861.334882860992,23985.349920322584,23500.418196385024,23552.353785337596,24404393253.413197,460190935452.12476
